timestamp,device_id,area,level_percent,lat,lon,weight_kg
2025-11-23T18:53:40.306854+00:00,SIM_Koramangala_01,Koramangala,39.12,12.934662,77.623481,
2025-11-23T18:53:40.562586+00:00,SIM_Indiranagar_02,Indiranagar,96.98,12.972244,77.637693,
2025-11-23T18:53:40.996158+00:00,SIM_Whitefield_03,Whitefield,7.48,12.970194,77.750234,
2025-11-23T18:53:41.159958+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:53:41.328112+00:00,SIM_Electronic_City_05,Electronic City,91.37,12.845931,77.658358,
2025-11-23T18:53:41.494398+00:00,SIM_HSR_Layout_06,HSR Layout,0.74,12.917183,77.623381,
2025-11-23T18:53:41.667215+00:00,SIM_Malleswaram_07,Malleswaram,3.84,13.005032,77.572513,
2025-11-23T18:53:41.846454+00:00,SIM_Banashankari_08,Banashankari,25.42,12.922761,77.54287,
2025-11-23T18:53:52.015647+00:00,SIM_Koramangala_01,Koramangala,41.13,12.934662,77.623481,
2025-11-23T18:53:52.215624+00:00,SIM_Indiranagar_02,Indiranagar,98.28,12.972244,77.637693,
2025-11-23T18:53:52.453232+00:00,SIM_Whitefield_03,Whitefield,9.4,12.970194,77.750234,
2025-11-23T18:53:52.704308+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:53:52.923120+00:00,SIM_Electronic_City_05,Electronic City,93.18,12.845931,77.658358,
2025-11-23T18:53:53.330126+00:00,SIM_HSR_Layout_06,HSR Layout,1.01,12.917183,77.623381,
2025-11-23T18:53:53.496115+00:00,SIM_Malleswaram_07,Malleswaram,3.77,13.005032,77.572513,
2025-11-23T18:53:53.673093+00:00,SIM_Banashankari_08,Banashankari,26.42,12.922761,77.54287,
2025-11-23T18:54:03.841543+00:00,SIM_Koramangala_01,Koramangala,43.43,12.934662,77.623481,
2025-11-23T18:54:04.012299+00:00,SIM_Indiranagar_02,Indiranagar,99.04,12.972244,77.637693,
2025-11-23T18:54:04.178216+00:00,SIM_Whitefield_03,Whitefield,10.4,12.970194,77.750234,
2025-11-23T18:54:04.344010+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:54:04.510838+00:00,SIM_Electronic_City_05,Electronic City,95.88,12.845931,77.658358,
2025-11-23T18:54:04.680146+00:00,SIM_HSR_Layout_06,HSR Layout,0.92,12.917183,77.623381,
2025-11-23T18:54:04.948175+00:00,SIM_Malleswaram_07,Malleswaram,3.18,13.005032,77.572513,
2025-11-23T18:54:05.166729+00:00,SIM_Banashankari_08,Banashankari,27.66,12.922761,77.54287,
2025-11-23T18:54:15.348149+00:00,SIM_Koramangala_01,Koramangala,45.14,12.934662,77.623481,
2025-11-23T18:54:15.519883+00:00,SIM_Indiranagar_02,Indiranagar,99.71,12.972244,77.637693,
2025-11-23T18:54:15.685651+00:00,SIM_Whitefield_03,Whitefield,11.15,12.970194,77.750234,
2025-11-23T18:54:15.852676+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:54:16.020416+00:00,SIM_Electronic_City_05,Electronic City,97.68,12.845931,77.658358,
2025-11-23T18:54:16.187199+00:00,SIM_HSR_Layout_06,HSR Layout,1.37,12.917183,77.623381,
2025-11-23T18:54:16.379264+00:00,SIM_Malleswaram_07,Malleswaram,2.55,13.005032,77.572513,
2025-11-23T18:54:16.562343+00:00,SIM_Banashankari_08,Banashankari,27.92,12.922761,77.54287,
2025-11-23T18:54:26.757415+00:00,SIM_Koramangala_01,Koramangala,46.29,12.934662,77.623481,
2025-11-23T18:54:26.923782+00:00,SIM_Indiranagar_02,Indiranagar,100.0,12.972244,77.637693,
2025-11-23T18:54:27.107480+00:00,SIM_Whitefield_03,Whitefield,13.07,12.970194,77.750234,
2025-11-23T18:54:27.272766+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:54:27.441216+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:54:27.614124+00:00,SIM_HSR_Layout_06,HSR Layout,0.47,12.917183,77.623381,
2025-11-23T18:54:27.787884+00:00,SIM_Malleswaram_07,Malleswaram,2.38,13.005032,77.572513,
2025-11-23T18:54:27.957774+00:00,SIM_Banashankari_08,Banashankari,30.1,12.922761,77.54287,
2025-11-23T18:54:38.125584+00:00,SIM_Koramangala_01,Koramangala,48.07,12.934662,77.623481,
2025-11-23T18:54:38.291933+00:00,SIM_Indiranagar_02,Indiranagar,100.0,12.972244,77.637693,
2025-11-23T18:54:38.457772+00:00,SIM_Whitefield_03,Whitefield,14.01,12.970194,77.750234,
2025-11-23T18:54:38.623140+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:54:38.788769+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:54:38.954827+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:54:39.123785+00:00,SIM_Malleswaram_07,Malleswaram,1.7,13.005032,77.572513,
2025-11-23T18:54:39.289905+00:00,SIM_Banashankari_08,Banashankari,31.25,12.922761,77.54287,
2025-11-23T18:54:49.455135+00:00,SIM_Koramangala_01,Koramangala,49.0,12.934662,77.623481,
2025-11-23T18:54:49.623319+00:00,SIM_Indiranagar_02,Indiranagar,100.0,12.972244,77.637693,
2025-11-23T18:54:50.061034+00:00,SIM_Whitefield_03,Whitefield,2.01,12.970194,77.750234,
2025-11-23T18:54:50.228747+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:54:50.393086+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:54:50.560128+00:00,SIM_HSR_Layout_06,HSR Layout,0.25,12.917183,77.623381,
2025-11-23T18:54:50.723802+00:00,SIM_Malleswaram_07,Malleswaram,0.87,13.005032,77.572513,
2025-11-23T18:54:50.901964+00:00,SIM_Banashankari_08,Banashankari,31.22,12.922761,77.54287,
2025-11-23T18:55:01.068860+00:00,SIM_Koramangala_01,Koramangala,50.4,12.934662,77.623481,
2025-11-23T18:55:01.273990+00:00,SIM_Indiranagar_02,Indiranagar,100.0,12.972244,77.637693,
2025-11-23T18:55:01.481092+00:00,SIM_Whitefield_03,Whitefield,2.96,12.970194,77.750234,
2025-11-23T18:55:01.701251+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:55:02.090130+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:55:02.257156+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:55:02.441696+00:00,SIM_Malleswaram_07,Malleswaram,1.09,13.005032,77.572513,
2025-11-23T18:55:02.608647+00:00,SIM_Banashankari_08,Banashankari,33.61,12.922761,77.54287,
2025-11-23T18:55:12.777253+00:00,SIM_Koramangala_01,Koramangala,50.79,12.934662,77.623481,
2025-11-23T18:55:12.943081+00:00,SIM_Indiranagar_02,Indiranagar,5.34,12.972244,77.637693,
2025-11-23T18:55:13.108445+00:00,SIM_Whitefield_03,Whitefield,3.63,12.970194,77.750234,
2025-11-23T18:55:13.337485+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:55:13.609776+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:55:13.958610+00:00,SIM_HSR_Layout_06,HSR Layout,0.28,12.917183,77.623381,
2025-11-23T18:55:14.162329+00:00,SIM_Malleswaram_07,Malleswaram,0.36,13.005032,77.572513,
2025-11-23T18:55:14.325163+00:00,SIM_Banashankari_08,Banashankari,35.05,12.922761,77.54287,
2025-11-23T18:55:24.503818+00:00,SIM_Koramangala_01,Koramangala,52.26,12.934662,77.623481,
2025-11-23T18:55:24.670992+00:00,SIM_Indiranagar_02,Indiranagar,6.62,12.972244,77.637693,
2025-11-23T18:55:24.859403+00:00,SIM_Whitefield_03,Whitefield,4.26,12.970194,77.750234,
2025-11-23T18:55:25.024596+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:55:25.245843+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:55:25.448371+00:00,SIM_HSR_Layout_06,HSR Layout,0.46,12.917183,77.623381,
2025-11-23T18:55:25.659987+00:00,SIM_Malleswaram_07,Malleswaram,0.5,13.005032,77.572513,
2025-11-23T18:55:26.061872+00:00,SIM_Banashankari_08,Banashankari,36.15,12.922761,77.54287,
2025-11-23T18:55:36.226057+00:00,SIM_Koramangala_01,Koramangala,54.84,12.934662,77.623481,
2025-11-23T18:55:36.397681+00:00,SIM_Indiranagar_02,Indiranagar,7.03,12.972244,77.637693,
2025-11-23T18:55:36.562125+00:00,SIM_Whitefield_03,Whitefield,4.46,12.970194,77.750234,
2025-11-23T18:55:36.727294+00:00,SIM_Jayanagar_04,Jayanagar,99.92,12.92496,77.594096,
2025-11-23T18:55:36.909439+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:55:37.085188+00:00,SIM_HSR_Layout_06,HSR Layout,0.32,12.917183,77.623381,
2025-11-23T18:55:37.295299+00:00,SIM_Malleswaram_07,Malleswaram,0.76,13.005032,77.572513,
2025-11-23T18:55:37.503932+00:00,SIM_Banashankari_08,Banashankari,36.72,12.922761,77.54287,
2025-11-23T18:55:47.673869+00:00,SIM_Koramangala_01,Koramangala,57.26,12.934662,77.623481,
2025-11-23T18:55:47.839932+00:00,SIM_Indiranagar_02,Indiranagar,1.41,12.972244,77.637693,
2025-11-23T18:55:48.005707+00:00,SIM_Whitefield_03,Whitefield,6.46,12.970194,77.750234,
2025-11-23T18:55:48.171093+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:55:48.341539+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:55:48.515456+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:55:48.702982+00:00,SIM_Malleswaram_07,Malleswaram,0.73,13.005032,77.572513,
2025-11-23T18:55:48.868864+00:00,SIM_Banashankari_08,Banashankari,38.59,12.922761,77.54287,
2025-11-23T18:55:59.048788+00:00,SIM_Koramangala_01,Koramangala,59.33,12.934662,77.623481,
2025-11-23T18:55:59.218689+00:00,SIM_Indiranagar_02,Indiranagar,3.13,12.972244,77.637693,
2025-11-23T18:55:59.394593+00:00,SIM_Whitefield_03,Whitefield,6.56,12.970194,77.750234,
2025-11-23T18:55:59.561378+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:55:59.726695+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:55:59.891497+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:56:00.056869+00:00,SIM_Malleswaram_07,Malleswaram,0.65,13.005032,77.572513,
2025-11-23T18:56:00.242305+00:00,SIM_Banashankari_08,Banashankari,40.32,12.922761,77.54287,
2025-11-23T18:56:10.407276+00:00,SIM_Koramangala_01,Koramangala,60.57,12.934662,77.623481,
2025-11-23T18:56:10.578526+00:00,SIM_Indiranagar_02,Indiranagar,4.67,12.972244,77.637693,
2025-11-23T18:56:10.753471+00:00,SIM_Whitefield_03,Whitefield,6.94,12.970194,77.750234,
2025-11-23T18:56:10.922439+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:56:11.093262+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:56:11.259297+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:56:11.425021+00:00,SIM_Malleswaram_07,Malleswaram,0.28,13.005032,77.572513,
2025-11-23T18:56:11.600281+00:00,SIM_Banashankari_08,Banashankari,40.87,12.922761,77.54287,
2025-11-23T18:56:21.769721+00:00,SIM_Koramangala_01,Koramangala,63.26,12.934662,77.623481,
2025-11-23T18:56:21.966587+00:00,SIM_Indiranagar_02,Indiranagar,6.71,12.972244,77.637693,
2025-11-23T18:56:22.154384+00:00,SIM_Whitefield_03,Whitefield,8.11,12.970194,77.750234,
2025-11-23T18:56:22.586172+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:56:22.765057+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:56:22.931882+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:56:23.105037+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:56:23.272183+00:00,SIM_Banashankari_08,Banashankari,42.56,12.922761,77.54287,
2025-11-23T18:56:33.440942+00:00,SIM_Koramangala_01,Koramangala,64.99,12.934662,77.623481,
2025-11-23T18:56:33.611574+00:00,SIM_Indiranagar_02,Indiranagar,9.14,12.972244,77.637693,
2025-11-23T18:56:33.791917+00:00,SIM_Whitefield_03,Whitefield,10.61,12.970194,77.750234,
2025-11-23T18:56:34.005562+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:56:34.214770+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:56:34.616560+00:00,SIM_HSR_Layout_06,HSR Layout,0.29,12.917183,77.623381,
2025-11-23T18:56:34.779623+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:56:34.950864+00:00,SIM_Banashankari_08,Banashankari,42.91,12.922761,77.54287,
2025-11-23T18:56:45.117701+00:00,SIM_Koramangala_01,Koramangala,66.07,12.934662,77.623481,
2025-11-23T18:56:45.286574+00:00,SIM_Indiranagar_02,Indiranagar,10.89,12.972244,77.637693,
2025-11-23T18:56:45.464637+00:00,SIM_Whitefield_03,Whitefield,10.8,12.970194,77.750234,
2025-11-23T18:56:45.632560+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:56:45.813572+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:56:46.145520+00:00,SIM_HSR_Layout_06,HSR Layout,0.17,12.917183,77.623381,
2025-11-23T18:56:46.375056+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:56:46.779450+00:00,SIM_Banashankari_08,Banashankari,44.08,12.922761,77.54287,
2025-11-23T18:56:56.964119+00:00,SIM_Koramangala_01,Koramangala,65.85,12.934662,77.623481,
2025-11-23T18:56:57.135114+00:00,SIM_Indiranagar_02,Indiranagar,12.47,12.972244,77.637693,
2025-11-23T18:56:57.302104+00:00,SIM_Whitefield_03,Whitefield,13.03,12.970194,77.750234,
2025-11-23T18:56:57.469910+00:00,SIM_Jayanagar_04,Jayanagar,100.0,12.92496,77.594096,
2025-11-23T18:56:57.649801+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:56:57.816406+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:56:58.005622+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:56:58.238800+00:00,SIM_Banashankari_08,Banashankari,45.35,12.922761,77.54287,
2025-11-23T18:57:08.528073+00:00,SIM_Koramangala_01,Koramangala,68.91,12.934662,77.623481,
2025-11-23T18:57:08.695657+00:00,SIM_Indiranagar_02,Indiranagar,14.27,12.972244,77.637693,
2025-11-23T18:57:08.858900+00:00,SIM_Whitefield_03,Whitefield,13.55,12.970194,77.750234,
2025-11-23T18:57:09.031869+00:00,SIM_Jayanagar_04,Jayanagar,2.13,12.92496,77.594096,
2025-11-23T18:57:09.209095+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:57:09.376028+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:57:09.542191+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:57:09.720055+00:00,SIM_Banashankari_08,Banashankari,46.49,12.922761,77.54287,
2025-11-23T18:57:19.889780+00:00,SIM_Koramangala_01,Koramangala,70.41,12.934662,77.623481,
2025-11-23T18:57:20.057475+00:00,SIM_Indiranagar_02,Indiranagar,15.26,12.972244,77.637693,
2025-11-23T18:57:20.237006+00:00,SIM_Whitefield_03,Whitefield,16.5,12.970194,77.750234,
2025-11-23T18:57:20.403697+00:00,SIM_Jayanagar_04,Jayanagar,4.55,12.92496,77.594096,
2025-11-23T18:57:20.576349+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:57:20.755967+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:57:20.927393+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:57:21.111233+00:00,SIM_Banashankari_08,Banashankari,47.19,12.922761,77.54287,
2025-11-23T18:57:31.281318+00:00,SIM_Koramangala_01,Koramangala,72.99,12.934662,77.623481,
2025-11-23T18:57:31.543012+00:00,SIM_Indiranagar_02,Indiranagar,16.85,12.972244,77.637693,
2025-11-23T18:57:31.712930+00:00,SIM_Whitefield_03,Whitefield,18.57,12.970194,77.750234,
2025-11-23T18:57:31.882196+00:00,SIM_Jayanagar_04,Jayanagar,6.38,12.92496,77.594096,
2025-11-23T18:57:32.079438+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:57:32.255384+00:00,SIM_HSR_Layout_06,HSR Layout,0.25,12.917183,77.623381,
2025-11-23T18:57:32.422294+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:57:32.588747+00:00,SIM_Banashankari_08,Banashankari,48.41,12.922761,77.54287,
2025-11-23T18:57:42.757897+00:00,SIM_Koramangala_01,Koramangala,73.48,12.934662,77.623481,
2025-11-23T18:57:42.998674+00:00,SIM_Indiranagar_02,Indiranagar,18.82,12.972244,77.637693,
2025-11-23T18:57:43.211871+00:00,SIM_Whitefield_03,Whitefield,20.6,12.970194,77.750234,
2025-11-23T18:57:43.605235+00:00,SIM_Jayanagar_04,Jayanagar,6.59,12.92496,77.594096,
2025-11-23T18:57:43.770048+00:00,SIM_Electronic_City_05,Electronic City,100.0,12.845931,77.658358,
2025-11-23T18:57:43.942292+00:00,SIM_HSR_Layout_06,HSR Layout,0.2,12.917183,77.623381,
2025-11-23T18:57:44.108850+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:57:44.274720+00:00,SIM_Banashankari_08,Banashankari,51.23,12.922761,77.54287,
2025-11-23T18:57:54.445471+00:00,SIM_Koramangala_01,Koramangala,74.68,12.934662,77.623481,
2025-11-23T18:57:54.619612+00:00,SIM_Indiranagar_02,Indiranagar,21.39,12.972244,77.637693,
2025-11-23T18:57:54.783617+00:00,SIM_Whitefield_03,Whitefield,21.99,12.970194,77.750234,
2025-11-23T18:57:54.954566+00:00,SIM_Jayanagar_04,Jayanagar,6.86,12.92496,77.594096,
2025-11-23T18:57:55.184966+00:00,SIM_Electronic_City_05,Electronic City,4.13,12.845931,77.658358,
2025-11-23T18:57:55.403635+00:00,SIM_HSR_Layout_06,HSR Layout,0.63,12.917183,77.623381,
2025-11-23T18:57:55.649296+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:57:56.061798+00:00,SIM_Banashankari_08,Banashankari,52.55,12.922761,77.54287,
2025-11-23T18:58:06.232828+00:00,SIM_Koramangala_01,Koramangala,75.96,12.934662,77.623481,
2025-11-23T18:58:06.412741+00:00,SIM_Indiranagar_02,Indiranagar,23.7,12.972244,77.637693,
2025-11-23T18:58:06.604114+00:00,SIM_Whitefield_03,Whitefield,23.41,12.970194,77.750234,
2025-11-23T18:58:06.785280+00:00,SIM_Jayanagar_04,Jayanagar,7.75,12.92496,77.594096,
2025-11-23T18:58:06.952284+00:00,SIM_Electronic_City_05,Electronic City,5.11,12.845931,77.658358,
2025-11-23T18:58:07.126059+00:00,SIM_HSR_Layout_06,HSR Layout,0.08,12.917183,77.623381,
2025-11-23T18:58:07.294499+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:58:07.471477+00:00,SIM_Banashankari_08,Banashankari,55.2,12.922761,77.54287,
2025-11-23T18:58:17.667945+00:00,SIM_Koramangala_01,Koramangala,77.66,12.934662,77.623481,
2025-11-23T18:58:17.852285+00:00,SIM_Indiranagar_02,Indiranagar,24.96,12.972244,77.637693,
2025-11-23T18:58:18.013934+00:00,SIM_Whitefield_03,Whitefield,24.26,12.970194,77.750234,
2025-11-23T18:58:18.178698+00:00,SIM_Jayanagar_04,Jayanagar,8.37,12.92496,77.594096,
2025-11-23T18:58:18.352465+00:00,SIM_Electronic_City_05,Electronic City,6.72,12.845931,77.658358,
2025-11-23T18:58:18.520828+00:00,SIM_HSR_Layout_06,HSR Layout,0.09,12.917183,77.623381,
2025-11-23T18:58:18.692989+00:00,SIM_Malleswaram_07,Malleswaram,0.05,13.005032,77.572513,
2025-11-23T18:58:18.865845+00:00,SIM_Banashankari_08,Banashankari,57.06,12.922761,77.54287,
2025-11-23T18:58:29.036961+00:00,SIM_Koramangala_01,Koramangala,80.39,12.934662,77.623481,
2025-11-23T18:58:29.205246+00:00,SIM_Indiranagar_02,Indiranagar,26.78,12.972244,77.637693,
2025-11-23T18:58:29.373178+00:00,SIM_Whitefield_03,Whitefield,25.6,12.970194,77.750234,
2025-11-23T18:58:29.554697+00:00,SIM_Jayanagar_04,Jayanagar,9.85,12.92496,77.594096,
2025-11-23T18:58:29.720087+00:00,SIM_Electronic_City_05,Electronic City,8.35,12.845931,77.658358,
2025-11-23T18:58:29.888492+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:58:30.060612+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:58:30.243285+00:00,SIM_Banashankari_08,Banashankari,58.15,12.922761,77.54287,
2025-11-23T18:58:40.443900+00:00,SIM_Koramangala_01,Koramangala,82.11,12.934662,77.623481,
2025-11-23T18:58:40.647833+00:00,SIM_Indiranagar_02,Indiranagar,29.11,12.972244,77.637693,
2025-11-23T18:58:40.990402+00:00,SIM_Whitefield_03,Whitefield,26.84,12.970194,77.750234,
2025-11-23T18:58:41.233568+00:00,SIM_Jayanagar_04,Jayanagar,11.78,12.92496,77.594096,
2025-11-23T18:58:41.420958+00:00,SIM_Electronic_City_05,Electronic City,9.56,12.845931,77.658358,
2025-11-23T18:58:41.599781+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:58:41.762847+00:00,SIM_Malleswaram_07,Malleswaram,0.12,13.005032,77.572513,
2025-11-23T18:58:41.932995+00:00,SIM_Banashankari_08,Banashankari,60.03,12.922761,77.54287,
2025-11-23T18:58:52.101105+00:00,SIM_Koramangala_01,Koramangala,83.7,12.934662,77.623481,
2025-11-23T18:58:52.292202+00:00,SIM_Indiranagar_02,Indiranagar,29.85,12.972244,77.637693,
2025-11-23T18:58:52.516077+00:00,SIM_Whitefield_03,Whitefield,28.68,12.970194,77.750234,
2025-11-23T18:58:52.745611+00:00,SIM_Jayanagar_04,Jayanagar,12.77,12.92496,77.594096,
2025-11-23T18:58:53.098942+00:00,SIM_Electronic_City_05,Electronic City,9.72,12.845931,77.658358,
2025-11-23T18:58:53.264381+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:58:53.427864+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:58:53.601017+00:00,SIM_Banashankari_08,Banashankari,63.15,12.922761,77.54287,
2025-11-23T18:59:03.767542+00:00,SIM_Koramangala_01,Koramangala,85.13,12.934662,77.623481,
2025-11-23T18:59:03.936016+00:00,SIM_Indiranagar_02,Indiranagar,32.23,12.972244,77.637693,
2025-11-23T18:59:04.099463+00:00,SIM_Whitefield_03,Whitefield,29.91,12.970194,77.750234,
2025-11-23T18:59:04.304334+00:00,SIM_Jayanagar_04,Jayanagar,15.06,12.92496,77.594096,
2025-11-23T18:59:04.502250+00:00,SIM_Electronic_City_05,Electronic City,11.42,12.845931,77.658358,
2025-11-23T18:59:04.725691+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:59:05.029656+00:00,SIM_Malleswaram_07,Malleswaram,0,13.005032,77.572513,
2025-11-23T18:59:05.276486+00:00,SIM_Banashankari_08,Banashankari,63.79,12.922761,77.54287,
2025-11-23T18:59:15.464800+00:00,SIM_Koramangala_01,Koramangala,86.66,12.934662,77.623481,
2025-11-23T18:59:15.639504+00:00,SIM_Indiranagar_02,Indiranagar,33.19,12.972244,77.637693,
2025-11-23T18:59:15.833478+00:00,SIM_Whitefield_03,Whitefield,31.45,12.970194,77.750234,
2025-11-23T18:59:16.020199+00:00,SIM_Jayanagar_04,Jayanagar,17.54,12.92496,77.594096,
2025-11-23T18:59:16.187806+00:00,SIM_Electronic_City_05,Electronic City,12.59,12.845931,77.658358,
2025-11-23T18:59:16.393564+00:00,SIM_HSR_Layout_06,HSR Layout,0.05,12.917183,77.623381,
2025-11-23T18:59:16.602544+00:00,SIM_Malleswaram_07,Malleswaram,0.03,13.005032,77.572513,
2025-11-23T18:59:16.875362+00:00,SIM_Banashankari_08,Banashankari,64.46,12.922761,77.54287,
2025-11-23T18:59:27.212318+00:00,SIM_Koramangala_01,Koramangala,87.74,12.934662,77.623481,
2025-11-23T18:59:27.381001+00:00,SIM_Indiranagar_02,Indiranagar,34.2,12.972244,77.637693,
2025-11-23T18:59:27.565699+00:00,SIM_Whitefield_03,Whitefield,32.38,12.970194,77.750234,
2025-11-23T18:59:27.740155+00:00,SIM_Jayanagar_04,Jayanagar,19.26,12.92496,77.594096,
2025-11-23T18:59:27.908166+00:00,SIM_Electronic_City_05,Electronic City,13.02,12.845931,77.658358,
2025-11-23T18:59:28.085775+00:00,SIM_HSR_Layout_06,HSR Layout,0,12.917183,77.623381,
2025-11-23T18:59:28.248789+00:00,SIM_Malleswaram_07,Malleswaram,0.36,13.005032,77.572513,
2025-11-23T18:59:28.484663+00:00,SIM_Banashankari_08,Banashankari,66.16,12.922761,77.54287,
2025-11-23T18:59:38.702782+00:00,SIM_Koramangala_01,Koramangala,90.8,12.934662,77.623481,
2025-11-23T18:59:38.871833+00:00,SIM_Indiranagar_02,Indiranagar,36.4,12.972244,77.637693,
2025-11-23T18:59:39.050617+00:00,SIM_Whitefield_03,Whitefield,35.07,12.970194,77.750234,
2025-11-23T18:59:39.216204+00:00,SIM_Jayanagar_04,Jayanagar,21.55,12.92496,77.594096,
2025-11-23T18:59:39.383342+00:00,SIM_Electronic_City_05,Electronic City,15.46,12.845931,77.658358,
2025-11-23T18:59:39.551149+00:00,SIM_HSR_Layout_06,HSR Layout,0.03,12.917183,77.623381,
2025-11-23T18:59:39.717927+00:00,SIM_Malleswaram_07,Malleswaram,0.71,13.005032,77.572513,
2025-11-23T18:59:39.893628+00:00,SIM_Banashankari_08,Banashankari,67.53,12.922761,77.54287,
2025-11-23T18:59:50.060282+00:00,SIM_Koramangala_01,Koramangala,93.72,12.934662,77.623481,
2025-11-23T18:59:50.230982+00:00,SIM_Indiranagar_02,Indiranagar,38.0,12.972244,77.637693,
